SigUF,NomRegiao,CodMunicipioIbge,NomMunicipio,qtd_empreendimentos,potencia_total_kw,potencia_media_kw
CE,Nordeste,2308609,Monsenhor Tabosa,118,2368.3,20.07
RS,Sul,4319208,São Nicolau,302,2367.59,7.84
AL,Nordeste,2703601,Japaratinga,231,2366.95,10.25
SP,Sudeste,3550001,São Luiz do Paraitinga,213,2365.96,11.11
RS,Sul,4314068,Passa Sete,312,2365.64,7.58
RS,Sul,4323705,Vista Gaúcha,229,2364.74,10.33
BA,Nordeste,2909703,Cristópolis,298,2363.47,7.93
SP,Sudeste,3548609,São Bento do Sapucaí,199,2362.52,11.87
PI,Nordeste,2210938,Sussuapara,232,2357.57,10.16
AP,Norte,1600501,Oiapoque,114,2354.07,20.65
RS,Sul,4310702,Itatiba do Sul,201,2354.05,11.71
RS,Sul,4315008,Porto Lucena,310,2353.69,7.59
CE,Nordeste,2311264,Quiterianópolis,275,2352.54,8.55
RS,Sul,4308003,Faxinal do Soturno,262,2351.71,8.98
GO,Centro Oeste,5203559,Bonfinópolis,205,2350.38,11.47
PB,Nordeste,2502300,Bom Sucesso,195,2350.1,12.05
MG,Sudeste,3147600,Passa Quatro,297,2348.42,7.91
SP,Sudeste,3511409,Cerqueira César,434,2347.87,5.41
PR,Sul,4111308,Itaúna do Sul,162,2345.62,14.48
PE,Nordeste,2615904,Tuparetama,301,2344.41,7.79
PR,Sul,4107702,Fênix,197,2343.89,11.9
CE,Nordeste,2305266,Ibaretama,125,2343.81,18.75
MA,Nordeste,2100204,Alcântara,38,2341.23,61.61
PR,Sul,4127965,Turvo,212,2339.07,11.03
RN,Nordeste,2403806,Florânia,293,2336.18,7.97
PB,Nordeste,2511509,Pilar,123,2335.91,18.99
RS,Sul,4312385,Monte Belo do Sul,200,2335.82,11.68
ES,Sudeste,3202009,Dores do Rio Preto,268,2334.7,8.71
BA,Nordeste,2921906,Mucugê,263,2334.53,8.88
PR,Sul,4126009,São Sebastião da Amoreira,203,2332.91,11.49
BA,Nordeste,2917102,Itororó,277,2331.29,8.42
PA,Norte,1505908,Porto de Moz,203,2331.19,11.48
RS,Sul,4312104,Mata,335,2329.27,6.95
MG,Sudeste,3125903,Ferros,89,2324.68,26.12
PB,Nordeste,2511905,Pitimbu,225,2324.08,10.33
SC,Sul,4217956,Tigrinhos,110,2321.85,21.11
RS,Sul,4301800,Barracão,298,2318.82,7.78
RS,Sul,4311601,Liberato Salzano,262,2310.34,8.82
BA,Nordeste,2926509,Ribeira do Amparo,268,2308.12,8.61
SP,Sudeste,3528205,Macedônia,292,2306.48,7.9
BA,Nordeste,2901304,Andaraí,187,2306.02,12.33
PA,Norte,1508050,Trairão,175,2304.25,13.17
MG,Sudeste,3152600,Pouso Alto,167,2303.62,13.79
RS,Sul,4311775,Maquiné,236,2302.21,9.76
BA,Nordeste,2913002,Ibitiara,358,2300.62,6.43
SP,Sudeste,3535705,Paraíso,329,2299.44,6.99
RS,Sul,4305871,Coronel Barros,94,2296.86,24.43
PB,Nordeste,2514909,São Mamede,212,2294.75,10.82
MG,Sudeste,3140803,Matias Barbosa,199,2288.96,11.5
PE,Nordeste,2609709,Orobó,222,2288.46,10.31
PB,Nordeste,2500304,Alagoa Grande,209,2288.21,10.95
BA,Nordeste,2932101,Ubaíra,228,2288.01,10.04
PB,Nordeste,2509305,Mataraca,116,2286.41,19.71
SC,Sul,4209458,Lajeado Grande,91,2285.89,25.12
SC,Sul,4204756,Cunhataí,103,2284.45,22.18
PR,Sul,4123956,Santa Mônica,122,2280.3,18.69
PB,Nordeste,2512002,Pocinhos,90,2276.73,25.3
MT,Centro Oeste,5108204,Torixoréu,250,2272.16,9.09
MG,Sudeste,3159506,Santa Rita do Itueto,265,2271.3,8.57
RS,Sul,4311627,Lindolfo Collor,330,2270.63,6.88
MG,Sudeste,3158003,Santa Maria de Itabira,100,2270.63,22.71
RN,Nordeste,2408508,Ouro Branco,282,2270.61,8.05
PR,Sul,4119657,Pitangueiras,118,2270.58,19.24
PE,Nordeste,2604908,Cumaru,210,2269.34,10.81
TO,Norte,1701002,Ananás,241,2268.03,9.41
RN,Nordeste,2406601,Lagoa Salgada,197,2267.67,11.51
MG,Sudeste,3108800,Braúnas,165,2267.04,13.74
PE,Nordeste,2608305,Jupi,214,2265.37,10.59
GO,Centro Oeste,5220504,Serranópolis,145,2264.3,15.62
PR,Sul,4126306,Sengés,203,2263.67,11.15
PE,Nordeste,2609808,Orocó,155,2258.88,14.57
SP,Sudeste,3532405,Nazaré Paulista,275,2253.23,8.19
MA,Nordeste,2104099,Formosa da Serra Negra,196,2252.94,11.49
BA,Nordeste,2910859,Filadélfia,259,2250.93,8.69
SP,Sudeste,3502754,Araçariguama,280,2245.07,8.02
RS,Sul,4305447,Chuvisca,315,2243.68,7.12
PR,Sul,4103222,Bom Sucesso do Sul,160,2242.89,14.02
PE,Nordeste,2600807,Altinho,265,2242.01,8.46
PR,Sul,4103107,Bocaiúva do Sul,96,2241.09,23.34
MS,Centro Oeste,5003900,Figueirão,220,2239.01,10.18
RS,Sul,4303673,Campestre da Serra,195,2237.62,11.47
MG,Sudeste,3120201,Cristais,139,2234.51,16.08
SC,Sul,4202859,Braço do Trombudo,149,2233.37,14.99
PI,Nordeste,2202000,Buriti dos Lopes,284,2232.15,7.86
PB,Nordeste,2506400,Gurinhém,140,2231.99,15.94
MA,Nordeste,2111904,Sucupira do Norte,102,2228.8,21.85
SP,Sudeste,3523503,Itatinga,336,2228.71,6.63
ES,Sudeste,3202553,Ibitirama,228,2226.99,9.77
MT,Centro Oeste,5103106,Cocalinho,219,2226.16,10.17
SP,Sudeste,3526506,Lavínia,373,2224.75,5.96
PR,Sul,4106803,Cruz Machado,186,2224.55,11.96
SP,Sudeste,3532900,Nova Europa,364,2224.48,6.11
RS,Sul,4317558,Santo Antônio do Palma,150,2222.01,14.81
RO,Norte,1101484,São Felipe D'Oeste,260,2221.19,8.54
SE,Nordeste,2804607,Nossa Senhora das Dores,214,2220.12,10.37
PA,Norte,1506005,Prainha,257,2218.37,8.63
CE,Nordeste,2304657,Graça,342,2217.24,6.48
SP,Sudeste,3553906,Tarabai,463,2216.0,4.79
MG,Sudeste,3136603,Nova União,110,2215.4,20.14
MG,Sudeste,3116704,Coimbra,208,2214.61,10.65
BA,Nordeste,2900207,Abaré,260,2214.47,8.52
RS,Sul,4307054,Ernestina,214,2214.01,10.35
TO,Norte,1701101,Aparecida do Rio Negro,152,2213.57,14.56
RS,Sul,4313037,Nova Esperança do Sul,404,2212.98,5.48
MG,Sudeste,3142700,Montalvânia,237,2211.06,9.33
MG,Sudeste,3100104,Abadia dos Dourados,250,2210.29,8.84
BA,Nordeste,2904852,Cabaceiras do Paraguaçu,165,2210.18,13.4
BA,Nordeste,2909406,Cotegipe,285,2209.98,7.75
PB,Nordeste,2509107,Mari,145,2209.81,15.24
SC,Sul,4209151,José Boiteux,185,2208.6,11.94
BA,Nordeste,2904209,Botuporã,394,2206.09,5.6
RN,Nordeste,2412906,São Tomé,214,2205.55,10.31
MG,Sudeste,3110103,Caiana,155,2202.54,14.21
MG,Sudeste,3109709,Cachoeira de Minas,256,2200.27,8.59
MG,Sudeste,3143005,Monte Belo,324,2198.4,6.79
BA,Nordeste,2923100,Olindina,254,2197.6,8.65
BA,Nordeste,2904050,Bonito,169,2195.03,12.99
BA,Nordeste,2921401,Mirangaba,133,2192.08,16.48
RN,Nordeste,2401206,Arez,226,2189.94,9.69
SP,Sudeste,3520905,Ipaussu,448,2189.46,4.89
RN,Nordeste,2409704,Pedro Avelino,111,2189.13,19.72
BA,Nordeste,2933505,Wenceslau Guimarães,241,2189.13,9.08
TO,Norte,1720200,São Miguel do Tocantins,269,2188.66,8.14
PB,Nordeste,2515005,São Miguel de Taipu,172,2187.04,12.72
MG,Sudeste,3154200,Resende Costa,340,2185.68,6.43
MA,Nordeste,2101251,Bacabeira,198,2185.52,11.04
MG,Sudeste,3104700,Ataléia,211,2181.08,10.34
MG,Sudeste,3109105,Bueno Brandão,309,2180.82,7.06
PA,Norte,1506302,Salvaterra,234,2179.57,9.31
SP,Sudeste,3518503,Guareí,188,2178.22,11.59
RN,Nordeste,2408953,Rio do Fogo,287,2177.61,7.59
BA,Nordeste,2902500,Baianópolis,314,2174.6,6.93
PR,Sul,4120705,Quatiguá,164,2171.83,13.24
PA,Norte,1505403,Ourém,172,2170.34,12.62
MG,Sudeste,3100906,Águas Formosas,270,2168.5,8.03
SP,Sudeste,3540754,Potim,189,2168.46,11.47
SP,Sudeste,3500550,Águas de Santa Bárbara,288,2167.71,7.53
SP,Sudeste,3516853,Gavião Peixoto,156,2167.49,13.89
MG,Sudeste,3170909,Varzelândia,132,2164.95,16.4
MG,Sudeste,3129103,Gurinhatã,266,2162.19,8.13
RS,Sul,4308300,Fontoura Xavier,282,2159.06,7.66
SP,Sudeste,3529807,Mineiros do Tietê,190,2156.25,11.35
RJ,Sudeste,3301603,Duas Barras,188,2153.01,11.45
MG,Sudeste,3104106,Arceburgo,242,2150.73,8.89
SP,Sudeste,3530003,Mira Estrela,264,2149.01,8.14
MG,Sudeste,3131208,Ipanema,212,2145.72,10.12
PE,Nordeste,2608008,Jataúba,272,2145.43,7.89
RJ,Sudeste,3305133,São José de Ubá,304,2142.94,7.05
PR,Sul,4113403,Leópolis,169,2142.6,12.68
PR,Sul,4109757,Ibema,135,2135.37,15.82
RS,Sul,4306429,Dois Irmãos das Missões,99,2135.05,21.57
PR,Sul,4121257,Ramilândia,141,2133.42,15.13
SP,Sudeste,3553856,Taquarivaí,68,2132.97,31.37
RS,Sul,4306056,Cristal,229,2130.72,9.3
BA,Nordeste,2908309,Conceição do Almeida,234,2128.53,9.1
MG,Sudeste,3150604,Piracema,140,2125.51,15.18
PR,Sul,4117008,Nova Fátima,147,2125.2,14.46
TO,Norte,1720804,Sítio Novo do Tocantins,199,2124.99,10.68
PR,Sul,4119202,Pinhalão,129,2120.58,16.44
MG,Sudeste,3119955,Córrego Fundo,172,2120.08,12.33
MG,Sudeste,3165107,São Tomás de Aquino,237,2120.02,8.95
BA,Nordeste,2912905,Ibirataia,251,2119.8,8.45
SP,Sudeste,3512704,Corumbataí,164,2119.59,12.92
RS,Sul,4323200,Victor Graeff,220,2119.13,9.63
PA,Norte,1507508,São João do Araguaia,160,2119.05,13.24
MG,Sudeste,3160959,São Domingos das Dores,245,2117.88,8.64
PE,Nordeste,2615805,Tupanatinga,219,2117.29,9.67
PR,Sul,4121356,Rancho Alegre D'Oeste,168,2116.77,12.6
ES,Sudeste,3204807,São José do Calçado,234,2116.42,9.04
MG,Sudeste,3159001,Santana do Riacho,215,2113.92,9.83
PE,Nordeste,2612471,Santa Cruz da Baixa Verde,322,2112.93,6.56
BA,Nordeste,2925907,Quijingue,292,2111.42,7.23
CE,Nordeste,2307106,Jardim,199,2109.73,10.6
PI,Nordeste,2210409,São Miguel do Tapuio,257,2109.66,8.21
PE,Nordeste,2603504,Camocim de São Félix,210,2107.23,10.03
PE,Nordeste,2605459,Fernando de Noronha,56,2104.07,37.57
SC,Sul,4200903,Angelina,239,2099.62,8.79
SP,Sudeste,3534104,Oriente,200,2098.35,10.49
PE,Nordeste,2614709,Tacaimbó,140,2097.98,14.99
PI,Nordeste,2208809,Regeneração,198,2097.21,10.59
SP,Sudeste,3536257,Parisi,187,2096.94,11.21
RS,Sul,4318499,São José do Inhacorá,244,2095.75,8.59
RN,Nordeste,2411601,São Bento do Norte,63,2093.59,33.23
RS,Sul,4319703,São Valentim,196,2092.89,10.68
AL,Nordeste,2707503,Porto Real do Colégio,265,2092.69,7.9
RS,Sul,4314209,Pedro Osório,250,2091.89,8.37
MG,Sudeste,3106408,Belo Vale,128,2091.72,16.34
MG,Sudeste,3158300,Santana da Vargem,243,2090.05,8.6
BA,Nordeste,2931806,Tremedal,303,2089.57,6.9
PA,Norte,1507409,São Francisco do Pará,211,2089.54,9.9
SP,Sudeste,3535101,Palmares Paulista,493,2089.42,4.24
RS,Sul,4314456,Pinhal,111,2089.14,18.82
AC,Norte,1200179,Capixaba,138,2086.96,15.12
AL,Nordeste,2709202,Traipu,189,2081.76,11.01
MA,Nordeste,2104206,Fortuna,247,2080.03,8.42
MA,Nordeste,2107001,Montes Altos,232,2079.27,8.96
MT,Centro Oeste,5108105,Tesouro,79,2078.52,26.31
SC,Sul,4217758,Sul Brasil,123,2077.08,16.89
GO,Centro Oeste,5222302,Vila Propício,105,2074.92,19.76
GO,Centro Oeste,5211404,Itauçu,184,2074.44,11.27
SP,Sudeste,3540309,Pontes Gestal,275,2073.91,7.54
MA,Nordeste,2102358,Buritirana,210,2072.65,9.87
MG,Sudeste,3151008,Piranguinho,270,2072.03,7.67
PR,Sul,4117800,Palmital,200,2071.32,10.36
BA,Nordeste,2919926,Madre de Deus,219,2070.17,9.45
PR,Sul,4124004,Santana do Itararé,141,2068.49,14.67
RS,Sul,4305405,Chiapetta,232,2066.63,8.91
RS,Sul,4320453,Sério,101,2064.25,20.44
CE,Nordeste,2300150,Acarape,112,2063.42,18.42
RN,Nordeste,2413102,Senador Elói de Souza,95,2063.08,21.72
AL,Nordeste,2701209,Cacimbinhas,175,2062.04,11.78
SC,Sul,4202156,Belmonte,170,2060.2,12.12
RS,Sul,4308805,General Câmara,386,2049.63,5.31
TO,Norte,1716208,Paranã,151,2046.99,13.56
PR,Sul,4103040,Boa Ventura de São Roque,170,2045.25,12.03
MG,Sudeste,3155405,Rio Novo,188,2045.16,10.88
GO,Centro Oeste,5214051,Mundo Novo,206,2044.02,9.92
SC,Sul,4214300,Rancho Queimado,187,2041.64,10.92
RS,Sul,4318051,São Domingos do Sul,183,2041.12,11.15
CE,Nordeste,2304954,Guaiúba,131,2037.23,15.55
RS,Sul,4306304,David Canabarro,243,2036.56,8.38
CE,Nordeste,2301604,Assaré,233,2035.88,8.74
BA,Nordeste,2927002,Rio Real,212,2033.87,9.59
SP,Sudeste,3537156,Pedrinhas Paulista,276,2032.53,7.36
PB,Nordeste,2516102,Soledade,154,2031.73,13.19
GO,Centro Oeste,5219100,Santa Bárbara de Goiás,189,2031.61,10.75
TO,Norte,1712009,Lajeado,169,2028.35,12.0
RS,Sul,4319356,São Pedro da Serra,163,2022.55,12.41
PR,Sul,4123105,Santa Amélia,119,2019.02,16.97
RO,Norte,1100262,Rio Crespo,165,2016.77,12.22
MA,Nordeste,2108306,Penalva,218,2012.85,9.23
RS,Sul,4323101,Vicente Dutra,222,2012.51,9.07
PR,Sul,4126678,Tamarana,156,2011.28,12.89
MT,Centro Oeste,5107750,Salto do Céu,265,2010.14,7.59
PI,Nordeste,2205003,Itainópolis,266,2009.96,7.56
MG,Sudeste,3139706,Maravilhas,147,2009.08,13.67
RS,Sul,4307831,Eugênio de Castro,206,2008.12,9.75
MG,Sudeste,3117900,Congonhal,185,2006.05,10.84
TO,Norte,1707306,Dueré,124,2001.37,16.14
SC,Sul,4210407,Maracajá,191,2000.5,10.47
PB,Nordeste,2505105,Cuité,175,1999.48,11.43
RS,Sul,4314779,Pontão,119,1995.37,16.77
MA,Nordeste,2110039,Santa Luzia do Paruá,194,1995.32,10.29
PE,Nordeste,2607752,Itapissuma,234,1995.26,8.53
PR,Sul,4128534,Ventania,80,1994.7,24.93
BA,Nordeste,2920601,Maragogipe,218,1994.51,9.15
RS,Sul,4322350,União da Serra,91,1992.27,21.89
GO,Centro Oeste,5209150,Gouvelândia,239,1989.0,8.32
PA,Norte,1507201,São Domingos do Capim,170,1988.71,11.7
PB,Nordeste,2507101,Itapororoca,124,1988.54,16.04
SP,Sudeste,3553609,Tapiratiba,186,1987.87,10.69
RS,Sul,4301636,Balneário Pinhal,202,1987.04,9.84
MG,Sudeste,3141405,Medina,183,1985.54,10.85
MG,Sudeste,3102050,Alto Caparaó,265,1985.22,7.49
MG,Sudeste,3130556,Imbé de Minas,207,1984.05,9.58
MG,Sudeste,3101003,Águas Vermelhas,83,1983.28,23.89
SC,Sul,4201000,Anita Garibaldi,107,1982.5,18.53
BA,Nordeste,2915502,Itajuípe,251,1981.58,7.89
MT,Centro Oeste,5108352,Vale de São Domingos,207,1980.05,9.57
RS,Sul,4311643,Linha Nova,111,1978.04,17.82
PA,Norte,1507904,Soure,200,1977.53,9.89
PI,Nordeste,2210706,Simões,254,1977.33,7.78
MG,Sudeste,3122470,Dom Bosco,156,1976.93,12.67
GO,Centro Oeste,5216452,Perolândia,54,1975.57,36.58
PA,Norte,1501204,Baião,187,1973.57,10.55
RR,Norte,1400308,Mucajaí,131,1970.64,15.04
RO,Norte,1100072,Corumbiara,220,1970.4,8.96
SC,Sul,4212056,Palmeira,38,1969.58,51.83
MG,Sudeste,3144508,Nazareno,159,1968.02,12.38
MA,Nordeste,2106300,Magalhães de Almeida,174,1967.91,11.31
MG,Sudeste,3106903,Bicas,211,1967.54,9.32
BA,Nordeste,2926103,Retirolândia,288,1965.58,6.82
MG,Sudeste,3118205,Conquista,253,1964.95,7.77
RN,Nordeste,2407302,Marcelino Vieira,274,1962.94,7.16
PR,Sul,4103156,Bom Jesus do Sul,170,1962.75,11.55
TO,Norte,1703008,Babaçulândia,219,1962.49,8.96
TO,Norte,1702406,Arraias,164,1961.01,11.96
SC,Sul,4201950,Balneário Arroio do Silva,249,1959.43,7.87
PI,Nordeste,2205102,Itaueira,289,1959.1,6.78
MG,Sudeste,3113602,Careaçu,130,1957.78,15.06
RS,Sul,4307450,Esperança do Sul,233,1957.02,8.4
SP,Sudeste,3509452,Campina do Monte Alegre,92,1956.11,21.26
CE,Nordeste,2304301,Farias Brito,224,1953.27,8.72
PE,Nordeste,2603801,Capoeiras,255,1951.94,7.65
AM,Norte,1304203,Tefé,73,1951.83,26.74
SP,Sudeste,3523008,Itapura,329,1949.35,5.93
PR,Sul,4121307,Rancho Alegre,256,1946.5,7.6
BA,Nordeste,2924306,Piatã,221,1945.09,8.8
RS,Sul,4313102,Nova Palma,268,1944.28,7.25
PR,Sul,4128658,Virmond,151,1944.23,12.88
PE,Nordeste,2601409,Barreiros,168,1943.97,11.57
MA,Nordeste,2102200,Buriti,164,1943.24,11.85
PR,Sul,4128625,Alto Paraíso,219,1942.37,8.87
PE,Nordeste,2612455,Santa Cruz,265,1942.07,7.33
RN,Nordeste,2400307,Afonso Bezerra,239,1941.96,8.13
SP,Sudeste,3542008,Quintana,297,1941.11,6.54
MG,Sudeste,3111408,Campo Florido,174,1940.91,11.15
PR,Sul,4117271,Nova Tebas,150,1940.2,12.93
RS,Sul,4313425,Novo Machado,239,1937.29,8.11
RS,Sul,4315453,Relvado,155,1936.28,12.49
GO,Centro Oeste,5206305,Cristianópolis,113,1935.48,17.13
MA,Nordeste,2102754,Capinzal do Norte,215,1933.87,8.99
MG,Sudeste,3117504,Conceição do Mato Dentro,152,1932.08,12.71
MG,Sudeste,3142601,Monsenhor Paulo,207,1931.91,9.33
MT,Centro Oeste,5103361,Conquista D'Oeste,242,1931.47,7.98
PB,Nordeste,2500205,Aguiar,65,1929.87,29.69
SP,Sudeste,3547007,Santa Maria da Serra,143,1928.28,13.48
RS,Sul,4304622,Capão Bonito do Sul,96,1926.39,20.07
RN,Nordeste,2401701,Bom Jesus,222,1925.01,8.67
AL,Nordeste,2704807,Maribondo,207,1924.93,9.3
RN,Nordeste,2401404,Baía Formosa,223,1924.83,8.63
SP,Sudeste,3523701,Itirapuã,215,1924.71,8.95
BA,Nordeste,2901353,Andorinha,321,1922.75,5.99
RS,Sul,4319752,São Vendelino,199,1922.63,9.66
BA,Nordeste,2910776,Feira da Mata,227,1922.23,8.47
BA,Nordeste,2933174,Varzedo,181,1922.02,10.62
SP,Sudeste,3554706,Torrinha,147,1921.92,13.07
CE,Nordeste,2313559,Tururu,76,1920.54,25.27
AM,Norte,1300706,Boca do Acre,147,1919.91,13.06
MG,Sudeste,3138674,Luisburgo,237,1916.56,8.09
PR,Sul,4117404,Ourizona,174,1916.18,11.01
MT,Centro Oeste,5107776,Santa Terezinha,213,1911.47,8.97
MT,Centro Oeste,5107404,São Pedro da Cipa,269,1910.19,7.1
PA,Norte,1505635,Piçarra,161,1909.27,11.86
PB,Nordeste,2511400,Picuí,289,1908.42,6.6
MG,Sudeste,3116902,Comendador Gomes,203,1908.26,9.4
SP,Sudeste,3520707,Indiaporã,260,1908.09,7.34
TO,Norte,1703800,Buriti do Tocantins,189,1907.72,10.09
SP,Sudeste,3507753,Brejo Alegre,161,1905.19,11.83
SC,Sul,4201802,Atalanta,188,1902.67,10.12
MG,Sudeste,3111309,Campo do Meio,190,1901.4,10.01
SC,Sul,4210852,Mirim Doce,116,1899.21,16.37
MG,Sudeste,3134806,Jacuí,260,1899.05,7.3
BA,Nordeste,2929107,São Felipe,224,1897.02,8.47
RS,Sul,4312617,Muitos Capões,121,1894.12,15.65
GO,Centro Oeste,5209606,Heitoraí,110,1893.7,17.22
BA,Nordeste,2924801,Piritiba,239,1884.59,7.89
RS,Sul,4312179,Mato Queimado,199,1883.72,9.47
MG,Sudeste,3123858,Entre Folhas,223,1882.71,8.44
BA,Nordeste,2904704,Buerarema,235,1881.73,8.01
RN,Nordeste,2412807,São Rafael,265,1878.3,7.09
RN,Nordeste,2405108,Jandaíra,120,1877.91,15.65
BA,Nordeste,2929206,São Francisco do Conde,213,1877.77,8.82
RS,Sul,4323754,Vitória das Missões,295,1876.91,6.36
PR,Sul,4113429,Lidianópolis,146,1871.86,12.82
PR,Sul,4102752,Bela Vista da Caroba,189,1871.53,9.9
PI,Nordeste,2205581,Lagoa do Piauí,94,1870.04,19.89
BA,Nordeste,2925253,Ponto Novo,213,1868.72,8.77
MG,Sudeste,3139102,Madre de Deus de Minas,144,1868.4,12.98
SC,Sul,4215604,Santa Rosa de Lima,126,1866.66,14.81
SP,Sudeste,3541653,Quadra,146,1866.56,12.78
MA,Nordeste,2111706,São Vicente Ferrer,145,1866.56,12.87
BA,Nordeste,2900504,Érico Cardoso,289,1866.4,6.46
SC,Sul,4215356,Saltinho,139,1863.19,13.4
PE,Nordeste,2615201,Terra Nova,270,1862.96,6.9
BA,Nordeste,2929602,Sapeaçu,207,1860.4,8.99
PI,Nordeste,2204204,Francisco Santos,324,1860.09,5.74
SC,Sul,4202701,Botuverá,245,1857.87,7.58
PR,Sul,4111704,Jaboti,156,1857.25,11.91
AP,Norte,1600402,Mazagão,144,1854.86,12.88
MT,Centro Oeste,5107297,São José do Povo,237,1854.2,7.82
RS,Sul,4306320,Derrubadas,224,1853.5,8.27
RS,Sul,4314753,Poço das Antas,133,1853.46,13.94
RS,Sul,4313466,Novo Xingu,152,1851.79,12.18
TO,Norte,1717503,Pium,148,1849.79,12.5
RS,Sul,4323358,Vila Lângaro,99,1849.15,18.68
MG,Sudeste,3162575,São João do Manteninha,222,1845.83,8.31
MG,Sudeste,3149606,Pequi,123,1841.02,14.97
MG,Sudeste,3150802,Piranga,121,1840.98,15.21
RN,Nordeste,2409100,Passa e Fica,170,1837.08,10.81
TO,Norte,1705557,Combinado,197,1834.86,9.31
SE,Nordeste,2805505,Poço Verde,170,1833.94,10.79
MA,Nordeste,2100477,Alto Alegre do Pindaré,217,1830.53,8.44
RN,Nordeste,2410108,Poço Branco,168,1829.1,10.89
MG,Sudeste,3119203,Coroaci,223,1827.25,8.19
SE,Nordeste,2805307,Pirambu,96,1825.04,19.01
SE,Nordeste,2801504,Carmópolis,78,1824.54,23.39
SP,Sudeste,3520806,Inúbia Paulista,227,1823.9,8.03
PR,Sul,4113759,Lunardelli,205,1821.95,8.89
MG,Sudeste,3130408,Ijaci,244,1821.28,7.46
SC,Sul,4215687,Santa Terezinha do Progresso,89,1819.52,20.44
SE,Nordeste,2804102,Moita Bonita,172,1819.51,10.58
SP,Sudeste,3544608,Sabino,235,1818.43,7.74
PR,Sul,4111258,Itaperuçu,86,1817.18,21.13
PR,Sul,4110078,Imbaú,76,1816.13,23.9
RS,Sul,4314308,Pejuçara,279,1815.52,6.51
PE,Nordeste,2612703,Santa Maria do Cambucá,190,1813.99,9.55
MG,Sudeste,3131802,Itabirinha,259,1813.33,7.0
MG,Sudeste,3122504,Dom Cavati,218,1812.59,8.31
SP,Sudeste,3533700,Ocauçu,212,1812.53,8.55
SP,Sudeste,3555356,Ubarana,221,1810.09,8.19
MG,Sudeste,3138609,Lima Duarte,149,1809.33,12.14
PB,Nordeste,2516300,Sumé,190,1809.14,9.52
PE,Nordeste,2600906,Amaraji,170,1809.05,10.64
SC,Sul,4218855,União do Oeste,141,1807.1,12.82
PB,Nordeste,2513208,Santa Cruz,163,1806.96,11.09
SC,Sul,4218350,Treviso,237,1806.5,7.62
PB,Nordeste,2501906,Belém,102,1804.29,17.69
TO,Norte,1702307,Arapoema,157,1802.48,11.48
GO,Centro Oeste,5206602,Cumari,175,1802.24,10.3
PR,Sul,4107736,Fernandes Pinheiro,98,1801.73,18.39
SP,Sudeste,3516507,Gabriel Monteiro,206,1801.05,8.74
SP,Sudeste,3515905,Floreal,244,1800.26,7.38
PR,Sul,4108106,Flórida,178,1799.93,10.11
RR,Norte,1400472,Rorainópolis,113,1798.35,15.91
MA,Nordeste,2102705,Cantanhede,170,1795.75,10.56
PB,Nordeste,2515500,Serra Branca,147,1795.2,12.21
MG,Sudeste,3124401,Espírito Santo do Dourado,149,1793.51,12.04
PB,Nordeste,2513984,São Francisco,106,1792.94,16.91
GO,Centro Oeste,5201603,Araçu,87,1792.85,20.61
RS,Sul,4305454,Cidreira,246,1790.1,7.28
SC,Sul,4210308,Major Vieira,179,1789.94,10.0
PB,Nordeste,2503803,Caldas Brandão,33,1789.88,54.24
SP,Sudeste,3553104,Taiaçu,182,1788.65,9.83
SP,Sudeste,3534005,Onda Verde,177,1783.24,10.07
PI,Nordeste,2208205,Pio IX,258,1783.09,6.91
BA,Nordeste,2932200,Ubaitaba,203,1782.73,8.78
BA,Nordeste,2919306,Lençóis,171,1780.09,10.41
PE,Nordeste,2613800,São Vicente Ferrer,99,1779.16,17.97
PR,Sul,4100459,Altamira do Paraná,111,1779.08,16.03
TO,Norte,1703842,Campos Lindos,140,1778.72,12.71
SP,Sudeste,3506300,Bernardino de Campos,199,1777.97,8.93
RS,Sul,4312005,Mariano Moro,102,1777.04,17.42
SP,Sudeste,3549003,São Francisco,229,1774.7,7.75
PE,Nordeste,2600401,Água Preta,161,1771.2,11.0
MG,Sudeste,3153806,Queluzito,53,1771.19,33.42
PE,Nordeste,2604304,Cedro,263,1770.31,6.73
SC,Sul,4217154,São Miguel da Boa Vista,138,1768.51,12.82
RS,Sul,4304697,Capitão,113,1766.36,15.63
GO,Centro Oeste,5207907,Flores de Goiás,159,1766.28,11.11
SC,Sul,4202131,Bela Vista do Toldo,171,1766.15,10.33
GO,Centro Oeste,5208509,Goiandira,234,1766.08,7.55
PI,Nordeste,2206209,Miguel Alves,231,1765.58,7.64
PE,Nordeste,2610202,Panelas,266,1761.71,6.62
MG,Sudeste,3169208,Tombos,285,1759.97,6.18
TO,Norte,1702901,Axixá do Tocantins,184,1756.88,9.55
RS,Sul,4303608,Cambará do Sul,161,1756.25,10.91
RJ,Sudeste,3304607,Santa Maria Madalena,157,1755.33,11.18
RO,Norte,1101468,Pimenteiras do Oeste,22,1755.07,79.78
BA,Nordeste,2922250,Muquém de São Francisco,192,1753.1,9.13
MG,Sudeste,3157252,Santa Bárbara do Leste,215,1752.02,8.15
MT,Centro Oeste,5102694,Canabrava do Norte,132,1751.86,13.27
SP,Sudeste,3519204,Iacri,253,1750.43,6.92
MG,Sudeste,3102100,Alto Rio Doce,213,1748.0,8.21
AL,Nordeste,2708501,São Luís do Quitunde,157,1747.83,11.13
TO,Norte,1706100,Cristalândia,198,1747.75,8.83
GO,Centro Oeste,5207535,Faina,122,1747.5,14.32
